refund,0.0005,0.0005,0.0005,1
regist,0.051500312059532,0.0005,0.07661236823787,0.8718873197026
repli,0.30050317321054,0.0005,0.53643775368294,0.16305907310652
republ,0.0005,0.0005,1,0.0005
request,0.029820857145366,0.07071270750595,0.070978878299573,0.82848755704911
requir,0.0005,0.1538427220995,0.73350356835395,0.11265370954654
retail,0.0005,0.0005,1,0.0005
revers,0.0005,0.96467991169978,0.0005,0.035320088300221
revis,0.0005,0.0005,0.0005,1
rha,1,0.0005,0.0005,0.0005
ride,0.0005,0.2218558127358,0.53445816869855,0.24368601856564
right,0.812675634116,0.0005,0.16119256356316,0.026131802320842
road,0.6721580283205,0.0005,0.13332118148515,0.19452079019435
rs,0.0023353363478651,0.55653546464495,0.3022440209499,0.13888517805728
s,0.075442318700211,0.051112170919393,0.46174106727682,0.41170444310357
sai,0.7748585930177,0.0005,0.032933920750909,0.19220748623139
said,1,0.0005,0.0005,0.0005
sale,0.028187399878586,0.26735748784838,0.70445511227303,0.0005
same,0.23867082616196,0.0005,0.056807849087734,0.7045213247503
sandesh,0.0005,1,0.0005,0.0005
save,0.17065250686626,0.0005,0.71082015014965,0.11852734298409
saw,0.909774078478,0.0005,0.090225921521998,0.0005
sbg,0.0005,1,0.0005,0.0005
sbi,0.0053525828707978,0.99000034632558,0.0005,0.0046470708036171
seat,0.58444438357908,0.0005,0.07728223864837,0.33827337777255
sec,0.0005,0.0005,0.93503555926884,0.064964440731156
secur,0.08972506000247,0.0005,0.053390350948772,0.85688458904876
see,0.8520511620652,0.0005,0.0005,0.1479488379348
self,0.0005,0.82169019201687,0.10309789109371,0.075211916889416
send,0.21960774472464,0.0005,0.3173566122793,0.46303564299607
sent,0.38856101274827,0.0005,0.0005,0.61143898725173
sep,0.0005,0.40463166667118,0.10153868674308,0.49382964658573
servic,0.013243654599136,0.3768481916184,0.29946113093892,0.31044702284354
sg,0.0005,0.18989754586609,0.81010245413391,0.0005
share,0.035635104542774,0.0005,0.04240890421433,0.9219559912429
she,0.96029885731028,0.0005,0.0005,0.039701142689716
ship,0.0005,0.0005,0.046671081017579,0.95332891898242
shit,1,0.0005,0.0005,0.0005
shop,0.11293297352447,0.053558462693978,0.36288042477727,0.47062813900429
should,1,0.0005,0.0005,0.0005
sign,0.74625468164794,0.0005,0.25374531835206,0.0005
sim,0.10494321610797,0.0005,0.89505678389203,0.0005
sindhoor,0.13313023610053,0.0005,0.0005,0.86686976389947
singasandra,0.0005,0.92280972597453,0.077190274025473,0.0005
sir,1,0.0005,0.0005,0.0005
sm,0.026490178817929,0.0005,0.651529881115,0.32197994006708
so,0.89793057429588,0.0005,0.037104730836106,0.064964694868012
solut,0.0005,0.8694484475071,0.062337225130461,0.06821432736244
solutio,0.0005,1,0.0005,0.0005
some,0.78986262908141,0.0005,0.085455081976014,0.12468228894258
someth,0.90237249755545,0.0005,0.097627502444547,0.0005
song,0.0005,0.0005,1,0.0005
sorri,0.82166024254959,0.0005,0.0005,0.17833975745041
special,0.0005,0.0005,0.96393787541147,0.036062124588532
speed,0.03791819466503,0.0005,0.27075589189296,0.69132591344201
spend,0.0005,0.89620275062711,0.10379724937289,0.0005
st,0.023322268845094,0.0005,0.91593309408514,0.060744637069762
stall,0.0005,1,0.0005,0.0005
star,0.031747290376334,0.4516845738293,0.075564127784073,0.4410040080103
start,0.33055424766278,0.0005,0.38246112633435,0.28698462600288
std,0.0005,0.0005,0.98251790434201,0.017482095657991
still,0.87050310601406,0.0005,0.12949689398594,0.0005
stop,0.12181926643913,0.0005,0.3141138571367,0.56406687642417
store,0.0005,0.0005,0.67932844419247,0.32067155580753
student,0.0005,0.0005,0.0005,1
stv,0.0005,0.0005,0.80439317707694,0.19560682292306
subject,0.0005,0.98951325499094,0.0032888672089572,0.0071978778001068
subramaniam,0.0005,1,0.0005,0.0005
successfulli,0.0005,0.14663344984575,0.012265449589774,0.84110110056448
sunil,0.0005,0.0005,0.0005,1
super,0.12086230115498,0.0005,0.59931980680414,0.27981789204088
supernet,0.0005,0.0005,0.83714336798549,0.16285663201451
sure,0.94105583693254,0.0005,0.058944163067458,0.0005
swipe,0.0005,0.9409681227863,0.059031877213695,0.0005
t,0.0055757041637253,0.18509943897527,0.68346449953228,0.12586035732872
take,0.43498143537134,0.0005,0.068113962135924,0.49690460249273
talk,0.33314570538332,0.0005,0.64757199398778,0.019282300628899
talktim,0.052122187366725,0.030898684198336,0.7133447794848,0.20363434895013
tariff,0.0005,0.0005,0.96393787541147,0.036062124588532
tca,0.0005,0.0005,1,0.0005
team,0.0005,0.0005,0.12055172413793,0.87944827586207
technic,0.0005,0.92475899365154,0.0005,0.07524100634846
telephon,0.0005,1,0.0005,0.0005
tell,1,0.0005,0.0005,0.0005
text,0.1730257125814,0.0005,0.8038635831928,0.0231107042258
th,0.11388316174152,0.067511361819897,0.55906522962525,0.25954024681333
tha,1,0.0005,0.0005,0.0005
thank,0.089226831412818,0.52139141268384,0.0075848404369115,0.38179691546643
thankyou,0.0005,0.0005,0.0005,1
that,0.86214180997608,0.031943027607903,0.024047448638321,0.081867713777692
the,0.21621434782487,0.041346634861268,0.24590094007831,0.49653807723555
thei,0.68199534368295,0.0005,0.081163435819734,0.23684122049731
them,0.48263560156853,0.0005,0.19145958514753,0.32590481328393
then,0.91729808438473,0.0005,0.082701915615273,0.0005
there,0.79515323510742,0.0005,0.032260301849238,0.17258646304334
thi,0.18801355131095,0.035666170683688,0.21480253360314,0.56151774440222
thing,0.92011622520739,0.0005,0.0005,0.079883774792605
think,1,0.0005,0.0005,0.0005
though,1,0.0005,0.0005,0.0005
thought,1,0.0005,0.0005,0.0005
through,0.15393922217765,0.36502838058876,0.21373472723725,0.26729766999634
ticket,0.12108181135512,0.43067286776376,0.054036746268979,0.39420857461214
till,0.037869313373469,0.0005,0.51827980294788,0.44385088367865
time,0.1935841993036,0.0005,0.27731190686289,0.52910389383352
tm,0.0005,0.57266991872533,0.0079836877000603,0.41934639357461
tnc,0.0005,0.0005,0.92868487573541,0.071315124264591
to,0.14378860709134,0.2254426605596,0.24125265789843,0.38951607445062
todai,0.12522785080011,0.12991411177927,0.56818503807387,0.17667299934676
tollfre,0.0005,0.0005,0.88594461802657,0.11405538197343
tomorrow,0.7989294466073,0.0005,0.16638933691183,0.034681216480871
too,0.83448215687985,0.0005,0.16551784312015,0.0005
top,0.094047692083694,0.0005,0.78347509609747,0.12247721181883
topup,0.0005,0.0005,1,0.0005
total,0.060496842431682,0.86071882569676,0.0005,0.078784331871557
tpt,0.0005,0.19890760127447,0.0005,0.80109239872553
track,0.0005,0.037362171017732,0.018751403271133,0.94388642571113
transact,0.017779113772878,0.44266659710635,0.068765797483211,0.47078849163757
transfer,0.17181317119639,0.67901997033241,0.0005,0.14916685847119
transid,0.0005,0.0005,0.0005,1
treat,0.11885412338639,0.0005,0.77795765141271,0.1031882252009
trf,0.0005,1,0.0005,0.0005
trip,0.1335592200323,0.10556743350053,0.026491200376544,0.73438214609063
try,0.49356068209056,0.0005,0.2386233528277,0.26781596508175
tt,0.0005,0.0005,1,0.0005
tu,0.8012467913458,0.0005,0.0005,0.1987532086542
txn,0.0031649189376537,0.78800547324568,0.0005,0.20882960781666
txnid,0.0005,0.87927565392354,0.0005,0.12072434607646
u,0.41979991364827,0.0005,0.13818689327638,0.44201319307535
ubi,0.0005,1,0.0005,0.0005
um,1,0.0005,0.0005,0.0005
unlimit,0.0005,0.0005,0.97958216449551,0.02041783550449
uo,0.0005,1,0.0005,0.0005
up,0.3629559693942,0.0005,0.39195415938355,0.24508987122225
updat,0.0005,0.72209633674329,0.049987199359203,0.22791646389751
upto,0.015803856150532,0.037474893896948,0.8369549703459,0.10976627960662
ur,0.20527718717875,0.0005,0.54967023474008,0.24505257808117
urukrupa,0.0005,1,0.0005,0.0005
us,0.013209482878949,0.57425474840631,0.22139626435649,0.19113950435825
usag,0.011674963725642,0.0005,0.18757213521445,0.80075290105991
v,0.13869681525449,0.0005,0.37964120115235,0.48166198359316
val,0.0005,0.38799638361499,0.61200361638501,0.0005
valid,0.0059943744005576,0.0005,0.63491104966709,0.35909457593235
valu,0.0005,0.0005,0.87267353622494,0.12732646377506
vector,0.0005,1,0.0005,0.0005
verif,0.0005,0.0005,0.0005,1
verifi,0.0005,0.0005,0.0005,1
via,0.074808666580787,0.67999519408048,0.12612425180697,0.11907188753175
video,0.0084390464910875,0.0005,0.98423423900384,0.0073267145050769
visit,0.032910338476024,0.37068354052854,0.30353799792339,0.29286812307205
vodafon,0.0005,0.0005,0.47508121903491,0.52491878096509
wa,0.20646248637039,0.43892856692933,0.00847270662927,0.34613624007101
wai,0.49054988838748,0.1057469475308,0.13268123905998,0.27102192502174
wait,0.80320118562431,0.0005,0.19679881437569,0.0005
walk,0.0005,0.0005,0.91643074342036,0.083569256579637
wallet,0.0005,0.59717814555584,0.03043960120854,0.37238225323562
wanna,1,0.0005,0.0005,0.0005
want,0.92494757803948,0.0005,0.075052421960515,0.0005
wdl,0.0005,1,0.0005,0.0005
we,0.22173679608821,0.39010476411792,0.11491821102159,0.27324022877228
weekend,0.0005,0.0005,1,0.0005
weep,1,0.0005,0.0005,0.0005
welcom,0.040351182695703,0.0005,0.50422523997764,0.45542357732665
well,0.63079763992006,0.0005,0.15014091881159,0.21906144126835
went,1,0.0005,0.0005,0.0005
were,0.86547973390226,0.0005,0.034333229929163,0.10018703616858
what,0.91462838369974,0.0005,0.085371616300263,0.0005
whatsapp,0.37073241763543,0.0005,0.03151458129837,0.5977530010662
when,0.85719593640407,0.0005,0.11954747476071,0.023256588835219
where,0.96302936992068,0.0005,0.03697063007932,0.0005
who,0.72891480179485,0.0005,0.27108519820515,0.0005
why,0.6404717543671,0.0005,0.20787753816033,0.15165070747257
will,0.10952848068575,0.14841109132919,0.090002543884284,0.65205788410078
win,0.0005,0.15967020924961,0.80135613174209,0.038973659008296
winner,0.0005,0.0005,0.048316122327134,0.95168387767287
with,0.050024846644056,0.079080945069811,0.43658238181577,0.43431182647036
withdrawn,0.0005,0.97665869171967,0.023341308280329,0.0005
within,0.030455231784806,0.43330181021832,0.27183300515579,0.26440995284108
work,0.42358423492945,0.0005,0.34657042935511,0.22984533571544
worth,0.0042813371811,0.92384299195218,0.045856505453526,0.026019165413193
wow,0.72331253545094,0.0005,0.27668746454906,0.0005
www,0.0005,0.22395380434491,0.39339438655317,0.38265180910191
xx,0.0005,0.93576017130621,0.0005,0.06423982869379
xxxx,0.041133709027484,0.78030646025138,0.0005,0.17855983072114
xxxxx,0.0005,1,0.0005,0.0005
xxxxxx,0.0005,1,0.0005,0.0005
xxxxxxx,0.0005,1,0.0005,0.0005
xxxxxxxx,0.0005,0.80380134886573,0.0005,0.19619865113427
xxxxxxxxxx,0.0005,0.99739158787088,0.0005,0.0026084121291164
y,0.045587817959172,0.47564049867702,0.043402805856236,0.43536887750757
ya,1,0.0005,0.0005,0.0005
ydai,0.0005,1,0.0005,0.0005
ye,0.75759753427386,0.0005,0.045080380254627,0.19732208547151
yeah,1,0.0005,0.0005,0.0005
year,0.099139457199101,0.32911821303672,0.55452790868348,0.017214421080704
yo,1,0.0005,0.0005,0.0005
you,0.2351513844668,0.42321645326607,0.086069221082018,0.2555629411851
your,0.045113031189789,0.34847680560438,0.098428860501602,0.50798130270423
zoppmo,0.0005,0.0005,1,0.0005
